번호,운영상태,시설명,도로명전체주소,최대수용인원,위도(EPSG4326),경도(EPSG4326)
206,사용중,남산타운문화체육센터 지하1층,"서울특별시 중구 다산로 32 (신당동, 남산타운)",530,37.54759663071084,127.00670911933736
207,사용중,손기정체육공원 지하주차장1~2층,"서울특별시 중구 손기정로 101 (만리동2가, 손기정공원)",8213,37.55545536571086,126.96482055709188
208,사용중,중구회현체육센터 지하1층,"서울특별시 중구 퇴계로12길 78 (회현동1가, 중구회현체육센터)",1280,37.55618587449472,126.98164067504264
209,사용중,서울특별시청 지하1~4층,"서울특별시 중구 세종대로 110 (태평로1가, 서울시청)",2449,37.56620502187806,126.97770627907322
210,사용중,베네치아메가몰 지하3~4층,"서울특별시 중구 청계천로 400 (황학동, 롯데캐슬베네치아)",48358,37.57152959850574,127.02176965042877
211,사용중,엘크루메트로시티 지하2~6층,"서울특별시 중구 충무로 13 (충무로3가, 엘크루메트로시티)",10666,37.56237207339091,126.99283983386682
212,사용중,용산도서관 민방위대피시설(지하1층),"서울특별시 용산구 두텁바위로 160 (후암동, 용산도서관)",1104,37.55208924656821,126.97984935087788
213,사용중,녹사평역(지하1~5층),"서울특별시 용산구 녹사평대로 지하195, 6호선 녹사평역 지하1~5층 (용산동4가)",14867,37.53496413963724,126.98687580933066
215,사용중,전쟁기념사업회(지하1~2층),"서울특별시 용산구 이태원로 29, 전쟁기념관 지하1~2층 (용산동1가)",25523,37.53496756802763,126.97728233668992
216,사용중,숙대입구역(지하1~2층),"서울특별시 용산구 한강대로 지하306, 숙대입구역 지하1~2층 (갈월동)",8120,37.54524790487965,126.97190970001482
218,사용중,예안빌딩(아트센타)(지하2~3층),서울특별시 용산구 한강대로 329 (갈월동),552,37.54777396959537,126.97151585183924
219,사용중,남영동주민센터(지하1층),"서울특별시 용산구 두텁바위로 25, 남영동 주민센터 지하1층층 (갈월동)",836,37.54557648453648,126.97496618068764
220,사용중,소화아동병원(지하1층),"서울특별시 용산구 청파로 383, 종근당건강빌딩 지하 1층 (서계동)",840,37.55375910254197,126.96876947275769
221,사용중,숙명여자대학교(지하1~2층),"서울특별시 용산구 청파로47길 100, 숙명여자대학교 지하 1~3층 (청파동2가)",11803,37.54531633415772,126.96488274576105
222,사용중,리버힐삼성아파트 지하주차장 1~4층,"서울특별시 용산구 효창원로 17, 지하1~4층 (산천동, 리버힐삼성아파트)",40547,37.53463692424784,126.95140687868412
223,사용중,효창공원앞역(지하1~3층),"서울특별시 용산구 백범로 지하 287 (효창동, 6호선효창공원앞역)",8092,37.53941679209223,126.96119950776486
224,사용중,도원삼성래미안아파트(지하1층~지하4층),"서울특별시 용산구 새창로 70 (도원동, 삼성래미안아파트)",48315,37.53968200829083,126.95693942207588
225,사용중,삼각지역(지하1~4층),"서울특별시 용산구 한강대로 지하180, 4호선 삼각지역 지하1~4층 (한강로1가)",25520,37.5346441664069,126.97311280213248
226,사용중,신용산역(지하1~2층),"서울특별시 용산구 한강대로 지하112, 4호선 신용산역 지하1~2층 (한강로2가)",7791,37.529676494981054,126.96844970581604
227,사용중,LS용산타워(국제빌딩)(지하1~4층),"서울특별시 용산구 한강대로 92, LS용산타워 지하1~4층 (한강로2가)",10640,37.5282173327553,126.9673656852622
228,사용중,지하철 이촌역(지하1~2층),"서울특별시 용산구 서빙고로 지하83, 4호선 이촌역 지하1~2층 (용산동5가)",9488,37.522663846302926,126.97338947269114
231,사용중,이촌1동주민센터(지하 1~2층),"서울특별시 용산구 이촌로71길 24, 이촌제1동주민센터, 용산청소년수련관 지하 1~2층 (이촌동)",823,37.52138084483602,126.97310560663357
232,사용중,이촌동 대림아파트(지하1~2층),"서울특별시 용산구 이촌로2가길 122, 지하1~2층 (이촌동, 대림아파트)",6880,37.525001873620575,126.95538590050124
233,사용중,이촌동 현대한강아파트(지하1~2층),"서울특별시 용산구 이촌로34길 29, 지하1~2층 (이촌동, 현대한강아파트)",11200,37.52319751458482,126.9584831587174
234,사용중,이촌동 북한강아파트( 지하1~2층),"서울특별시 용산구 이촌로2가길 66, 지하1~2층 (이촌동, 북한강아파트)",5135,37.52703662617509,126.95401625192729
235,사용중,청화아파트(지하1층),"서울특별시 용산구 장문로 27, 청화아파트 지하층 (이태원동, 청화아파트)",9920,37.52817565759144,126.9934416815308
236,사용중,해밀턴호텔(지하3~4층),"서울특별시 용산구 이태원로 179, 해밀톤호텔 (본관) 지하 3~4층 (이태원동)",1452,37.5346342076442,126.9938775919064
237,사용중,지하철 이태원역(지하1~5층),"서울특별시 용산구 이태원로 지하177, 6호선 이태원역 지하층 (이태원동)",30996,37.5344884185311,126.99361337785724
238,사용중,이태원 지하보도(지하1층),서울특별시 용산구 녹사평대로 228 (이태원동),2780,37.53794729053347,126.98693759216889
239,사용중,순천향대학병원(지하1~2층),"서울특별시 용산구 대사관로 59, 순천향대학병원 신관 지하 1~2층 (한남동)",2492,37.53344883895715,127.00472235286009
240,사용중,여선교회전국연합회관(지하1~2층),서울특별시 용산구 독서당로 98 (한남동),1600,37.535085035750605,127.0113738400138
241,사용중,하얏트호텔(지하1~2층),"서울특별시 용산구 소월로 322, 하얏트호텔 지하 1~2층 (한남동)",3906,37.540429955371415,126.99686268267716
242,사용중,제일기획빌딩(지하3~4층),"서울특별시 용산구 이태원로 222, 제일기획 (한남동)",1240,37.53498280062163,126.99875732682108
243,사용중,지하철 한강진역(지하1~4층),"서울특별시 용산구 이태원로 지하287, 6호선 한강진역 지하 4층 (한남동)",13083,37.54022260247465,127.00169040799082
245,사용중,한국폴리텍대학 서울정수캠퍼스 본관동 지하1층,"서울특별시 용산구 보광로 73 (보광동, 한국폴리텍1대학서울정수캠퍼스)",2181,37.530018533705146,126.99680962497482
246,사용중,보광동신동아아파트 지하1층,"서울특별시 용산구 장문로 104 (보광동, 신동아아파트)",2400,37.52617457937576,127.00120023626724
247,사용중,보광동주민센터 지하1~2층,"서울특별시 용산구 장문로 95 (보광동, 보광동 주민센터)",363,37.52620993707639,127.00025282091336
248,사용중,용문동주민센터(지하1층~지하3층),"서울특별시 용산구 새창로12길 13 (도원동, 용문동 주민센터)",2557,37.5390150053331,126.95756826357668
249,사용중,브라운스톤남산아파트(지하2층),"서울특별시 용산구 후암로 65 (후암동, 브라운스톤 남산아파트)",8328,37.55176624409274,126.97675887240032
250,사용중,세방리버하이빌 지하주차장 1층,"서울특별시 용산구 효창원로15길 16, 지하1층 (신창동, 세방리버하이빌)",5947,37.53603137401917,126.95337940986238
251,사용중,청암자이아파트 지하주차장 1~2층,"서울특별시 용산구 삼개로 60, 지하1~2층 (청암동, 천년명가 청암자이)",24141,37.53511122176904,126.94836779551729
252,사용중,이촌동 LG한강자이아파트(지하1~2층),"서울특별시 용산구 이촌로64길 15, 지하 1~!층 (이촌동, 엘지한강자이아파트)",75684,37.52015684196335,126.97036967009386
253,사용중,한남동 현대홈타운(지하1~2층),"서울특별시 용산구 장문로 141, 지하 1~2층 (한남동, 한남힐스테이트)",20471,37.52813016317434,127.00471907075054
254,사용중,서빙고 금호베스트빌(지하1~2층),"서울특별시 용산구 서빙고로51길 68-14 (서빙고동, 금호베스트빌)",10652,37.5233800926688,126.99176234869024
255,사용중,국립중앙박물관(지하1~2층),"서울특별시 용산구 서빙고로 137 (용산동6가, 국립중앙박물관)",21560,37.52116818598397,126.9791296664001
256,사용중,서빙고동주민센터(지하1~2층),"서울특별시 용산구 서빙고로 279 (서빙고동, 서빙고동주민센터)",911,37.52041442345296,126.99467359690868
257,사용중,청파동주민센터(지하1~2층),"서울특별시 용산구 청파로49길 6, 청파동 주민센터 지하 1~2층 (청파동2가)",4960,37.54535054453904,126.96996681083752
258,사용중,씨제이나인파크(지하1~3층),"서울특별시 용산구 백범로90다길 12, 지하1~3층 (문배동, 용산씨제이나인파크)",25259,37.53612842062833,126.9696234284422
259,사용중,효창동 청마루아파트(지하1~2층),"서울특별시 용산구 백범로 250 (효창동, 세양청마루아파트)",2856,37.54078381249252,126.9573028784244
260,사용중,이태원2동주민센터(지하1층),"서울특별시 용산구 회나무로13길 58 (이태원동, 이태원제2동주민센터)",440,37.541938891856745,126.99014946208818
261,사용중,리버빌아파트 지하1층,"서울특별시 용산구 보광로5길 40 (보광동, 리버빌아파트)",3741,37.524388024379824,127.00114447927508
262,사용중,아크로타워(지하1~3층),"서울특별시 용산구 백범로90길 26, 지하1~3층 (문배동, 용산아크로타워)",17427,37.53703833814731,126.96901872959072
263,사용중,이촌2동주민센터(지하1~2층),"서울특별시 용산구 이촌로18길 20, 이촌2동 주민센터 지하1~2층 (이촌동)",694,37.52624013519826,126.95471656549373
264,사용중,에이치제이중공업건설부문 남영동사옥(지하1~5층),"서울특별시 용산구 한강대로71길 4, 갈월동 오피스 지하1~5층 (갈월동)",13673,37.54037609955415,126.97279883282036
265,사용중,시티파크1단지(지하1~3층),"서울특별시 용산구 서빙고로 35, 지하1~3층 (한강로3가, 용산시티파크1단지)",15677,37.52445556691083,126.96868292213618
266,사용중,시티파크2단지(지하1~3층),"서울특별시 용산구 서빙고로 31, 지하1~3층 (한강로3가, 용산 시티파크2단지)",29930,37.52640952622134,126.969739602129
267,사용중,효창동주민센터(지하1층),"서울특별시 용산구 효창원로 161 (효창동, 효창동 주민센터)",585,37.54250141853199,126.96196841689462
268,사용중,용산구청(지하2~5층),"서울특별시 용산구 녹사평대로 150, 용산구종합행정타운 지하 2~5층 (이태원동)",21499,37.53218599958853,126.9902789027822
269,사용중,서울역(4호선)(지하1~2층),"서울특별시 용산구 한강대로 지하392, 4호선 서울역 지하1~2층 (동자동)",11592,37.55320347710936,126.97275360634195
270,사용중,용산파크자이(지하1~5층),"서울특별시 용산구 한강대로 205,  지하1~5층 (한강로1가, 용산파크자이)",47503,37.53660745036997,126.9738792301121
271,사용중,YTN서울타워(지하1층),"서울특별시 용산구 남산공원길 105 (용산동2가, YTN서울타워)",3008,37.551072631213295,126.98789253195166
272,사용중,현대아이파크몰(용산역) ( 지하1~3층),"서울특별시 용산구 한강대로23길 55, 용산역 지하1~3층 (한강로3가)",32180,37.52912850008503,126.9654885873054
273,사용중,효창파크푸르지오(지하2~3층),"서울특별시 용산구 백범로 260 (효창동, 효창파크푸르지오)",18098,37.5404187615725,126.95820554811704
274,사용중,용산푸르지오파크타운(지하1~2층),"서울특별시 용산구 장문로6길 76 (동빙고동, 용산푸르지오파크타운)",34654,37.52639750283462,126.99513821996872
275,사용중,센트레빌아스테리움서울(지하2~9층),"서울특별시 용산구 한강대로 372, 지하2~9층 (동자동, 센트레빌아스테리움서울)",47273,37.55134898137791,126.97334332062108
276,사용중,파크타워(지하1~4층),"서울특별시 용산구 서빙고로 67, 지하1~4층 (용산동5가, 파크타워)",68813,37.52406541266284,126.97196343672329
277,사용중,후암동 주민센터(지하1층),"서울특별시 용산구 후암로 32-6 (후암동, 후암동 주민센터)",285,37.54874516258551,126.97815971905624
278,사용중,혜심원(지하1층),서울특별시 용산구 소월로2나길 18 (후암동),1672,37.5534301648759,126.97752180596704
279,사용중,브라운스톤 용산(지하1~2층),"서울특별시 용산구 효창원로 88 (용문동, 브라운스톤용산)",10724,37.53671791998211,126.95893442385145
280,사용중,원효로2동 주민센터 지하주차장 1층,"서울특별시 용산구 효창원로8길 3, 원효로제2동 주민센터 지하1층 (산천동)",227,37.53438596226724,126.9514797379498
281,사용중,용산2가동 주민센터(지하1~3층),"서울특별시 용산구 신흥로 90, 용산2가동 주민센터, 용산치안센터 지하1~3층 (용산동2가)",2305,37.54590293725277,126.98555799348338
283,사용중,대한적십자사 서울지사 지하주차장(지하1층),"서울특별시 성동구 고산자로 356, 대한적십자 지하1층 (마장동)",842,37.57135952252477,127.0381980394292
284,사용중,KT행당빌딩 지하1층,"서울특별시 성동구 고산자로 212 (행당동, 행당전화국)",2433,37.55911237630028,127.03426834745024
285,사용중,2호선 상왕십리역 지하1층,"서울특별시 성동구 왕십리로 지하 374 (하왕십리동, 상왕십리역)",7152,37.56462664989164,127.02878456870566
286,사용중,대림1차아파트(지하1층),"서울특별시 성동구 독서당로62길 43 (응봉동, 대림아파트)",1790,37.55216145847585,127.03398869060022
287,사용중,소월아트홀 지하1층,"서울특별시 성동구 왕십리로 281, 소월아트홀 (행당동)",1035,37.559345454148826,127.03612901061054
