번호,운영상태,시설명,도로명전체주소,최대수용인원,위도(EPSG4326),경도(EPSG4326)
2750,사용중,방배한진로즈힐아파트 지하1~2층 주차장,"서울특별시 서초구 서초대로1길 2 (방배동, 방배한진로즈힐아파트)",8208,37.4865660102485,126.9831469784358
2752,사용중,방배1차현대아파트 지하1~2층 주차장,"서울특별시 서초구 서초대로1길 30 (방배동, 방배1차현대아파트)",6488,37.48899390407444,126.98336468813416
2753,사용중,방배2차현대홈타운아파트 지하1~2층 주차장,"서울특별시 서초구 서초대로1길 34 (방배동, 방배2차현대홈타운)",8317,37.48961730220277,126.98333545950466
2754,사용중,방배디오슈페리움1차아파트 지하2~7층 주차장,"서울특별시 서초구 서초대로 3-4 (방배동, 방배디오슈페리움1)",9729,37.4857920279112,126.98283047776788
2755,사용중,양재1동 주민자치센터 지하1층,"서울특별시 서초구 바우뫼로 41 (우면동, 양재1동우면주민센터)",642,37.471653018063705,127.02674538804251
2756,사용중,서초문화예술회관 지하1층,"서울특별시 서초구 강남대로 201 (양재동, 서초구민회관)",1666,37.48202632726478,127.03620706680948
2757,사용중,양재역 3호선 신분당선 지하1~2층,"서울특별시 서초구 남부순환로 지하 2585 (서초동, 양재역)",9030,37.484762849618505,127.03332075761644
2758,사용중,교총회관 지하2층,"서울특별시 서초구 태봉로 114 (우면동, 한국교원단체총연합회)",1882,37.46768694222122,127.02854011463896
2759,사용중,우면대림아파트 지하1~2층 주차장,"서울특별시 서초구 바우뫼로7길 51 (우면동, 대림아파트)",3976,37.472239504327376,127.02337191618324
2760,사용중,우면코오롱아파트 지하1층 주차장,"서울특별시 서초구 바우뫼로 53 (우면동, 코오롱아파트)",5745,37.47229620212549,127.0278869827656
2761,사용중,우면한라아파트 지하1층 주차장,"서울특별시 서초구 바우뫼로 33 (우면동, 한라아파트)",5986,37.47113342349622,127.02616706633492
2762,사용중,동산구립주차장 지하 1~2층 주차장,"서울특별시 서초구 강남대로8길 77 (양재동, 동산마을구립주차장)",4936,37.47000255062856,127.04443416227863
2763,사용중,농협전산정보 지하 1층 주차장,"서울특별시 서초구 매헌로 24 (양재동, 농협전산정보)",3643,37.46335553645849,127.0355598902862
2764,사용중,언남문화체육센터 지하 1~2층 주차장,"서울특별시 서초구 동산로13길 35 (양재동, 언남고등학교,언남교육문화회관)",3312,37.47308812239874,127.04409480367832
2765,사용중,매헌초등학교 지하 1층 주차장,"서울특별시 서초구 언남길 8 (양재동, 매헌초등학교)",1260,37.470886345715584,127.04187422488492
2766,사용중,더케이호텔 지하 1~2층 주차장,"서울특별시 서초구 바우뫼로12길 70 (양재동, 교육문화회관)",13093,37.46795574731232,127.0341229943082
2767,사용중,현대기아자동차 지하 2~3층 주차장,"서울특별시 서초구 헌릉로 12 (양재동, 현대기아자동차빌딩)",17909,37.46450567392097,127.04372555603862
2768,사용중,내곡열린문화센터 지하1층 주차장,"서울특별시 서초구 청계산로15길 77 (신원동, 내곡열린문화센터)",1200,37.44934998495159,127.05840914526924
2769,사용중,코리아프라자 지하1~2층 지하주차장,"서울특별시 서초구 헌릉로 7 (염곡동, 외국기업창업지원연구센터)",6739,37.46533676160952,127.04407306781695
2770,사용중,코트라 지하 1~3층 주차장,"서울특별시 서초구 헌릉로 13 (염곡동, 대한무역투자진흥공사(코트라))",8631,37.46483038713959,127.04437550173954
2771,사용중,다니엘학교 지하1층 강당,"서울특별시 서초구 헌릉로468길 21-16 (내곡동, 다니엘복지원,다니엘학교)",606,37.46071208876662,127.09135175968966
2772,사용중,신반포역 9호선 지하1~2층,"서울특별시 서초구 신반포로 지하105, 신반포역 (반포동)",6666,37.5035653618724,126.99586959693222
2773,사용중,구반포역 9호선 지하1~2층,"서울특별시 서초구 신반포로 지하 17 (반포동, 구반포역)",6666,37.501719833893,126.98646431725317
2774,사용중,사평역 지하1~3층,"서울특별시 서초구 사평대로 지하 285 (반포동, 사평역)",13718,37.504591545760384,127.01481425075296
2775,사용중,반포자이아파트 지하1층 주차장,"서울특별시 서초구 신반포로 270 (반포동, 반포자이아파트)",66666,37.50840070142147,127.01390019329388
2776,사용중,반포래미안아파트 지하1~2층 주차장,"서울특별시 서초구 반포대로 275 (반포동, 래미안퍼스티지아파트)",66666,37.50382028110737,127.00151035647347
2777,사용중,AT센터 지하 1~3층 주차장,"서울특별시 서초구 강남대로 27 (양재동, 농수산물유통공사,화훼공판장)",4181,37.46734028489764,127.04073557297414
2778,사용중,서초트라팰리스 지하1~3층 주차장,"서울특별시 서초구 효령로72길 57 (서초동, 서초트라팰리스)",10087,37.48658212449877,127.0283026001894
2780,사용중,시민의숲역 신분당선 지하 1~2층,"서울특별시 서초구 매헌로 지하 116 (양재동, 양재시민의숲역(매헌역))",1818,37.4694902766629,127.03846724728174
2781,사용중,청계산입구역 신분당선 지하1~2층,"서울특별시 서초구 청계산로 지하 179 (신원동, 청계산입구역)",15505,37.449111176270485,127.0539476773085
2782,사용중,서초1동주민센터 지하1층 주차장,"서울특별시 서초구 사임당로 89 (서초동, 서초1동주민센터)",750,37.49014527625231,127.01949936618962
2783,사용중,남부터미널역 3호선 지하1~2층,"서울특별시 서초구 서초중앙로 지하 31 (서초동, 남부터미널역)",4242,37.48477656238815,127.01630073624548
2784,사용중,양재2동주민센터 지하 1층,"서울특별시 서초구 강남대로12길 44 (양재동, 양재2동 주민센터)",357,37.47068148268888,127.04123508342998
2785,사용중,삼성전자서울알엔디캠퍼스1단지 지하1~3층 주차장,"서울특별시 서초구 성촌길 33 (우면동, (주)삼성전자서울R&D캠퍼스)",60367,37.46555871146189,127.02376154823524
2786,사용중,삼성전자서울알엔디캠퍼스2단지 지하1~3층 주차장,"서울특별시 서초구 성촌길 56 (우면동, (주)삼성전자서울R&D캠퍼스)",102711,37.46638342358043,127.02300028005436
2787,사용중,아크로리버파크아파트 지하1~2층 주차장,"서울특별시 서초구 신반포로15길 19 (반포동, 아크로리버파크)",45875,37.506488265289946,126.9929095327824
2788,사용중,킴스클럽 지하3층 주차장,"서울특별시 서초구 잠원로 69 (잠원동, 킴스클럽)",2713,37.51056525060429,127.00693381395898
2789,사용중,블루힐하우스 지하1~2층 주차장,"서울특별시 서초구 잠원로 85 (잠원동, 블루힐하우스)",3020,37.511912426524,127.00617950111588
2790,사용중,킴스빌리지 지하1~3층 주차장,"서울특별시 서초구 잠원로3길 6 (잠원동, 킴스빌리지)",2713,37.51065600641613,127.00634826577654
2791,사용중,동아아파트 지하1~3층 주차장,"서울특별시 서초구 신반포로33길 15 (잠원동, 동아아파트)",3358,37.50931637984272,127.0109292821744
2792,사용중,뉴코아백화점 지하2~3층 주차장,"서울특별시 서초구 잠원로 51 (잠원동, 뉴코아백화점)",6587,37.50896502161637,127.00756886911846
2793,사용중,잠원브라운스톤 지하1~2층 주차장,"서울특별시 서초구 잠원로 46-38 (잠원동, 브라운스톤잠원)",2225,37.508169925102855,127.00916272639404
2794,사용중,서초역 지하1~2층,"서울특별시 서초구 서초대로 지하 233 (서초동, 서초역)",5454,37.49190471537966,127.00738719702886
2795,사용중,신논현역 지하 1~3층,서울특별시 강남구 봉은사로 지하 102 (역삼동),5454,37.504787894751466,127.02542330219696
2796,사용중,내방역 지하1~3층,"서울특별시 서초구 서초대로 지하 103 (방배동, 내방역)",5454,37.48772872218539,126.9934098117235
2797,사용중,논현역 지하1~3층,"서울특별시 강남구 학동로 지하 102 (논현동, 논현역)",5454,37.511130469490624,127.02158470345434
2798,사용중,이수역 지하1~4층 역사,"서울특별시 동작구 사당로 지하 310 (사당동, 이수역(7호선))",5454,37.485154908220125,126.98164954538665
2799,사용중,반포4동주민센터 지하 1~3층 주차장,"서울특별시 서초구 사평대로28길 70-0 (반포동, 반포4동주민센터)",1544,37.49747893276618,127.00045406915548
2800,사용중,한신서래아파트 지하1층 주차장,"서울특별시 서초구 사평대로28길 31 (반포동, 한신서래아파트)",1449,37.49919181758159,127.00022530981504
2801,사용중,서초구립서래마을공영주차장 지하 1~3층,"서울특별시 서초구 서래로4길 5 (반포동, 서래마을 구립주차장)",1432,37.497100589404816,126.99866273518946
2802,사용중,씨티21 지하1~2층 주차장,"서울특별시 서초구 반포대로 316 (잠원동, 씨티21)",3600,37.50718489910451,127.00037146644962
2803,사용중,반포1동 주민센터 지하1~2층 주차장,"서울특별시 서초구 사평대로 273 (반포동, 반포1동 주민센터)",1600,37.505038898899855,127.01337133125674
2804,사용중,남태령역 4호선  지하1~지하3층,"서울특별시 서초구 과천대로 지하 816 (방배동, 남태령역)",8294,37.46486881540128,126.98856174428713
2805,사용중,반포힐스테이트아파트 지하1~2층 주차장,"서울특별시 서초구 신반포로16길 15-20 (반포동, 반포힐스테이트)",25581,37.50164742502788,126.99710938845038
2806,사용중,서초더샵포레아파트 지하1~2층 주차장,"서울특별시 서초구 헌릉로8길 58 (내곡동, 서초더샵포레)",78746,37.45427815619758,127.06332133154582
2807,사용중,서초포레스타 2단지아파트 지하1~2층 주차장,"서울특별시 서초구 헌릉로8길 45 (내곡동, 서초포레스타2단지)",16184,37.45454435801226,127.06194600425256
2808,사용중,서초포레스타 5단지아파트 지하1~2층 주차장,"서울특별시 서초구 청계산로7길 43 (신원동, 서초포레스타5단지)",34807,37.45098045350257,127.05692536576734
2809,사용중,서초포레스타 6단지아파트 지하1층 주차장,"서울특별시 서초구 청계산로9길 1-12 (신원동, 서초포레스타6단지)",28087,37.44950260876367,127.05499607824116
2810,사용중,서초포레스타 7단지아파트 지하1~2층 주차장,"서울특별시 서초구 청계산로11길 7-12 (신원동, 서초포레스타7단지)",17065,37.448252059886784,127.05619389155297
2811,사용중,서초롯데캐슬프레지던트아파트 지하1~3층주차장,"서울특별시 서초구 서초중앙로24길 57 (서초동, 서초롯데캐슬프레지던트)",67904,37.496221001076925,127.01970875802633
2812,사용중,서초호반써밋아파트 지하1~2층,"서울특별시 서초구 양재대로2길 109 (우면동, 서초호반써밋)",41998,37.4561654782232,127.015061432897
2813,사용중,강남구보건소 지하1층,"서울특별시 강남구 선릉로 668, 강남구 보건소 (삼성동)",984,37.51620780753058,127.04180807634587
2814,사용중,강남구청 지하1층,"서울특별시 강남구 학동로 426 (삼성동, 강남구청)",1723,37.51814713184892,127.04729610209849
2817,사용중,선릉역 지하 1~3층,"서울특별시 강남구 테헤란로 지하 340 (삼성동, 선릉역)",7236,37.50442616022544,127.0489226754024
2818,사용중,디아이빌딩 지하1층,"서울특별시 강남구 논현로 703 (논현동, DI빌딩)",792,37.5144675261286,127.03011898312909
2819,사용중,숙명여고 지하1층,"서울특별시 강남구 남부순환로 2807 (도곡동, 숙명여자고등학교)",1120,37.49016751513232,127.05317986132974
2820,사용중,삼성역(지하1층),"서울특별시 강남구 테헤란로 지하 538 (삼성동, 삼성역)",7814,37.50878062808616,127.06305009638284
2825,사용중,압구정역 지하1~2층,"서울특별시 강남구 압구정로 지하 172 (신사동, 압구정역)",4543,37.5268971262843,127.02849225062592
2826,사용중,"신사역 지하3,4층","서울특별시 강남구 도산대로 지하102, 신사역 지하3,4층 (신사동)",4521,37.51613954982109,127.01970244084212
2827,사용중,현대백화점본점 지하4층,서울특별시 강남구 압구정로 165 (현대백화점본점),10720,37.52719060811638,127.02776092176576
2829,사용중,현대2차아파트 208동 지하1층,"서울특별시 강남구 언주로 107 (개포동, 현대2차아파트)",4723,37.48302651467327,127.05239539672556
2830,사용중,현대2차아파트 210동 지하1층,"서울특별시 강남구 언주로 107 (개포동, 현대2차아파트)",848,37.48302651467327,127.05239539672556
2831,사용중,건설회관 지하주차장 1층,"서울특별시 강남구 언주로 711 (논현동, 건설회관)",5287,37.517274481008606,127.03505174489104
2832,사용중,송암빌딩 지하주차장 1층~3층,"서울특별시 강남구 언주로 709 (논현동, 송암빌딩)",5012,37.516789159567104,127.03501959563624
2834,사용중,"삼주빌딩 지하2,3층","서울특별시 강남구 강남대로 606 (논현동, 삼주빌딩)",2383,37.51586748823855,127.02008691256488
2835,사용중,이투데이빌딩(논현빌딩) 지하2층,"서울특별시 강남구 강남대로 556 (논현동, 논현빌딩)",1226,37.51154980192255,127.02148180996572
2837,사용중,"삼익악기빌딩 지하1,2,3층","서울특별시 강남구 학동로 171 (논현동, 삼익악기 빌딩)",6587,37.513869474592106,127.02958077160494
2838,사용중,두산빌딩 지하주차장 2층~4층,"서울특별시 강남구 언주로 726 (논현동, 두산빌딩)",7853,37.519375059172326,127.03509650676357
2840,사용중,건우빌딩 지하2층,"서울특별시 강남구 강남대로 548 (논현동, 건우빌딩)",540,37.51097707169906,127.02176005903966
2841,사용중,한국도심공항터미널(지하2~4층),"서울특별시 강남구 테헤란로87길 22 (삼성동, 한국도심공항터미널)",25600,37.50950640321818,127.05925893567884
2842,사용중,COEX(지하1~4층),"서울특별시 강남구 영동대로 513 (삼성동, 코엑스)",33676,37.51148310928532,127.06033711445694
2843,사용중,그랜드인터컨티넨탈 서울 파르나스(지하1~7층),"서울특별시 강남구 테헤란로 521 (삼성동, 그랜드인터콘티넨탈호텔)",35000,37.50884302066407,127.06103062040738
2844,사용중,현대백화점 무역센터점(지하1~4층),"서울특별시 강남구 테헤란로 517 (삼성동, 현대백화점)",27600,37.508439490132325,127.0599312256984
2845,사용중,개포4복합문화센터 지하1~3층,"서울특별시 강남구 개포로24길 33, 개포4복합문화센터 (개포동)",1518,37.47702039090667,127.04996967944308
2848,사용중,롯데백화점(지하2층),"서울특별시 강남구 도곡로 401 (대치동, 롯데백화점)",7647,37.496734202607655,127.05343894735084
2849,사용중,도곡2동주민센터 지하1층~지하3층,"서울특별시 강남구 남부순환로378길 34-9 (도곡동, 도곡2동주민센터)",3115,37.48379078570813,127.04635276587476
2850,사용중,유현빌딩 지하4층,"서울특별시 강남구 논현로 627 (논현동, 유현빌딩)",632,37.50959673044338,127.03246816640085
2851,사용중,"거평타운 지하1,2,3층","서울특별시 강남구 봉은사로 129 (논현동, 거평타운)",5222,37.50587939949753,127.02837526710957
2852,사용중,경원오피스텔 지하1층~4층,"서울특별시 강남구 도산대로 446 (청담동, 경원오피스텔)",4708,37.52364803887728,127.04503531259796
2855,사용중,상록수마을아파트 지하주차장 1층~2층,"서울특별시 강남구 광평로10길 15 (일원동, 상록수아파트)",3600,37.481693264298414,127.08031006110276
2856,사용중,성담빌딩 지하2~5층,"서울특별시 강남구 테헤란로 411 (삼성동, 성담빌딩)",5627,37.505391087760266,127.05087145750171
2857,사용중,신동아아파트 지하주차장 1층,"서울특별시 강남구 광평로47길 17 (수서동, 신동아아파트)",4887,37.48773415938918,127.09906477068876
2858,사용중,가람아파트 지하주차장 1층~2층,"서울특별시 강남구 일원로 127 (일원동, 가람아파트)",2800,37.48278750142323,127.08409854767643
2859,사용중,대치역(지하1층),"서울특별시 강남구 남부순환로 지하 2952 (대치동, 대치역)",9864,37.49442240882516,127.06315179124634
2860,사용중,매봉역(지하1층 ~ 지하3층),"서울특별시 강남구 남부순환로 지하 2744 (도곡동, 매봉역)",8855,37.48664092540681,127.0462727092225
2861,사용중,도곡역 지하1층 ~ 지하6층,"서울특별시 강남구 남부순환로 지하 2814 (도곡동, 도곡역)",18732,37.49077625396926,127.0552292409316
2862,사용중,한아름아파트 지하주차장 1층,"서울특별시 강남구 광평로51길 22 (수서동, 한아름아파트)",10243,37.48923266416851,127.10199233130557
2863,사용중,수서역 지하1층~2층,"서울특별시 강남구 광평로 지하 270 (수서동, 수서역)",4248,37.487260862899866,127.10155515461902
2864,사용중,세종고등학교 지하1층,"서울특별시 강남구 광평로51길 36 (수서동, 세종고등학교)",3563,37.490127798649766,127.10187120584872
2865,사용중,동익아파트 지하주차장 1층,"서울특별시 강남구 광평로39길 3 (수서동, 동익아파트)",4974,37.485884341802816,127.09764748607572
2866,사용중,일원역 지하 1층~2층,"서울특별시 강남구 일원로 지하 121 (일원동, 일원역)",1440,37.4843649237601,127.08395563894584
2867,사용중,까치마을아파트 지하주차장 1층~2층,"서울특별시 강남구 광평로19길 10 (일원동, 목련타운아파트)",3800,37.4843229836888,127.08660414444704
2868,사용중,목련타운아파트 지하주차장 1층~2층,"서울특별시 강남구 광평로19길 15 (일원동, 목련타운아파트)",4412,37.48466420307475,127.0862693795292
2869,사용중,샘터마을아파트 지하주차장 1층~2층,"서울특별시 강남구 일원로 120 (일원동, 샘터마을아파트)",3200,37.48368932954624,127.0835806881489
2870,사용중,한솔마을아파트 지하주차장 1층~2층,"서울특별시 강남구 광평로10길 6 (일원동, 한솔마을아파트)",2000,37.48234096948009,127.07987370728566
2872,사용중,푸른마을아파트 지하주차장 1층~2층,"서울특별시 강남구 일원로14길 25 (일원동, 푸른마을아파트)",3600,37.48473254699996,127.08068348504902
2873,사용중,대치4동주민센터(지하2층),"서울특별시 강남구 도곡로77길 23 (대치동, 대치4동주민센터)",517,37.49984649647244,127.05788146405524
2874,사용중,삼성생명대치타워(지하2~5층),"서울특별시 강남구 테헤란로 424 (대치동, 삼성생명 대치타워)",14763,37.50558411014349,127.05341172318396
2875,사용중,포스코센터(지하1~6층),"서울특별시 강남구 테헤란로 440 (대치동, 포스코센터)",54227,37.50610525116861,127.05567129365508
2877,사용중,강원빌딩(지하2층),"서울특별시 강남구 도곡로 418 (대치동, 강원빌딩)",720,37.49705361947562,127.05622598282304
2878,사용중,쌍용개포아파트 지하1층,"서울특별시 강남구 언주로 101 (개포동, 쌍용개포아파트)",1008,37.48116051752496,127.05334020877908
2879,사용중,금하빌딩 지하2층~6층,"서울특별시 강남구 학동로 401 (청담동, 금하빌딩)",12329,37.51750845790468,127.04159551368264
2880,사용중,강남구민회관 (지하1~3층),"서울특별시 강남구 삼성로 154 (대치동, 강남구의회, 강남구민회관)",6568,37.493841675231394,127.06408380071996
2881,사용중,도곡정보문화도서관 (지하2층~지하3층),"서울특별시 강남구 도곡로18길 57 (도곡동, 도곡정보문화도서관)",1494,37.48831878298342,127.03905930013542
2882,사용중,KT양재지점 양재전화국 (지하1층),"서울특별시 강남구 남부순환로 2653 (도곡동, KT양재지점)",488,37.48568002319266,127.0401816274958
2883,사용중,역삼럭키아파트 101동 (지하1층),"서울특별시 강남구 논현로 213 (도곡동, 역삼럭키아파트)",2947,37.49068820266486,127.04134431066711
2884,사용중,역삼럭키아파트 103동 (지하1층),"서울특별시 강남구 논현로 213 (도곡동, 역삼럭키아파트)",1060,37.49068820266486,127.04134431066711
2885,사용중,역삼럭키아파트 104동 (지하1층),"서울특별시 강남구 논현로 213 (도곡동, 역삼럭키아파트)",1883,37.49068820266486,127.04134431066711
2886,사용중,역삼럭키아파트 108동 (지하1층),"서울특별시 강남구 논현로 213 (도곡동, 역삼럭키아파트)",1443,37.49068820266486,127.04134431066711
2887,사용중,역삼럭키아파트 109동 (지하1층),"서울특별시 강남구 논현로 213 (도곡동, 역삼럭키아파트)",1248,37.49068820266486,127.04134431066711
2888,사용중,역삼럭키아파트 110동 (지하1층),"서울특별시 강남구 논현로 213 (도곡동, 역삼럭키아파트)",940,37.49068820266486,127.04134431066711
2889,사용중,대치평생학습관 (지하1층),"서울특별시 강남구 영동대로57길 7 (대치동, 대치평생학습관)",1000,37.50005813670929,127.06691180722032
2890,사용중,논현2문화센터 지하주차장 1층~2층,"서울특별시 강남구 학동로43길 17 (논현동, 논현2동주민센터)",1823,37.517295167801066,127.03732358557431
2891,사용중,청담문화센터 지하1층,"서울특별시 강남구 압구정로79길 26 (청담동, 청담동주민센터)",320,37.52514997903862,127.04930232657922
2892,사용중,화천회관 지하2층~3층,"서울특별시 강남구 영동대로 702 (청담동, 화천회관빌딩)",2129,37.52040516923,127.0574452268339
2893,사용중,호텔리베라 지하2층~4층,"서울특별시 강남구 영동대로 737 (청담동, 리베라호텔)",6760,37.52383742884871,127.05427537995992
2894,사용중,신사역 지하1층,"서울특별시 강남구 도산대로 지하 102 (신사동, 신사역)",4520,37.51613954982109,127.01970244084212
2895,사용중,양재4지하보도 지하1층,"서울특별시 강남구 삼성로 14 (개포동, 개포자이 프레지던스)",152,37.48433535174305,127.06873006743692
2896,사용중,역삼역 지하1~2층,"서울특별시 강남구 테헤란로 지하 156 (역삼동, 역삼역)",10944,37.500723072419945,127.0368054437226
2897,사용중,강남역 지하1~2층,"서울특별시 강남구 강남대로 지하 396 (역삼동, 강남역)",11732,37.49813240882048,127.02839523743718
2898,사용중,삼정빌딩 앞 역삼지하보도 지하1층,서울특별시 강남구 테헤란로 301 (삼정빌딩),603,37.50305452151787,127.04312221396124
2899,사용중,공무원연금공단 지하 2~3층,"서울특별시 강남구 언주로 508 (역삼동, 공무원연금공단)",13683,37.50393912310667,127.04255097749268
2901,사용중,유니온센터오피스텔 지하3~8층,"서울특별시 강남구 강남대로 310 (역삼동, 유니온센터오피스텔)",14547,37.49095741629368,127.03132280316072
2902,사용중,한국타이어빌딩 지하 1~4층,"서울특별시 강남구 테헤란로 133 (역삼동, 한국타이어빌딩)",7067,37.50006175403916,127.0334942432192
2903,사용중,성지하이츠3차빌딩 지하 2~6층,"서울특별시 강남구 논현로 507 (역삼동, 성지하이츠3차빌딩)",8975,37.501616771062125,127.03626444046972
2904,사용중,논현1동주민센터 지하2층,"서울특별시 강남구 학동로20길 25 (논현동, 논현1동주민센터)",1385,37.51155975546714,127.0283611090147
2905,사용중,신사동주민센터 지하1층,"서울특별시 강남구 압구정로 128 (신사동, 신사동주민센터)",80,37.52399674715362,127.02276951247954
2907,사용중,중동중학교(지하1층),"서울특별시 강남구 일원로8길 37 (일원동, 중동중학교)",968,37.48888932177509,127.07837617538168
2910,사용중,세곡동 주민센터 지하 1층,"서울특별시 강남구 밤고개로 286, 세곡동주민센터 (율현동)",483,37.46893716911419,127.10702378697148
2911,사용중,개포2동주민센터(지하1층),"서울특별시 강남구 개포로 511 (개포동, 개포2동주민센터)",1781,37.48971617074589,127.06911641318064
2912,사용중,청담평생학습관 지하2층,"서울특별시 강남구 학동로67길 11 (청담동, 청담2문화센터)",930,37.51901081708733,127.04644972728563
2913,사용중,역삼2문화센터(지하1층),"서울특별시 강남구 도곡로43길 25 (역삼동, 역삼2문화센터)",215,37.49600988913242,127.04685044130284
2914,사용중,위워크타워앞역삼지하보도(지하1층),"서울특별시 강남구 테헤란로 302, 위워크타워 (역삼동)",242,37.50247725164984,127.04345423839584
2915,사용중,"두꺼비빌딩(지하2,3,4층)","서울특별시 강남구 테헤란로 310 (역삼동, 두꺼비빌딩)",894,37.50289704333199,127.04465928754266
2916,사용중,"동영문화센터(지하2,3,4)","서울특별시 강남구 언주로 337 (역삼동, 동영문화센터)",3463,37.49797893386169,127.0444597909014
2917,사용중,"테헤란로오피스빌딩(지하2,3,4,5층)","서울특별시 강남구 테헤란로52길 6 (역삼동, 테헤란로오피스빌딩)",4202,37.503257007364525,127.04723020286244
2918,사용중,"YK빌딩 지하 2,3,4층",서울특별시 강남구 도곡로 205 (역삼동),3252,37.49282232595824,127.04142487016016
2919,사용중,"아세아타워(지하1,2,3,4)","서울특별시 강남구 논현로 430 (역삼동, 아세아타워빌딩)",18903,37.49904318857631,127.03813355287046
2920,사용중,동우빌딩(지하2층),"서울특별시 강남구 테헤란로 328 (역삼동, 동우빌딩)",807,37.50373157703228,127.04756551150712
2921,사용중,갤러리아백화점 서관 지하1층,"서울특별시 강남구 압구정로 343 (압구정동, 갤러리아백화점)",1843,37.52839395813705,127.04004998636992
2922,사용중,갤러리아백화점 동관 지하1층,"서울특별시 강남구 압구정로 407 (압구정동, 갤러리아백화점)",3236,37.52785210885013,127.04156748084424
2923,사용중,기아자동차 지하1~3층,"서울특별시 강남구 압구정로 417 (압구정동, 기아빌딩)",7416,37.52744184342156,127.04302199027843
2924,사용중,배강빌딩 지하 3층~5층,서울특별시 강남구 선릉로 801 (신사동),5641,37.52357363322883,127.03896728361718
2926,사용중,수서1단지아파트 상가 앞 지하보도(지하1층),"서울특별시 강남구 양재대로55길 6 (일원동, 수서1단지아파트 상가)",292,37.49135974740603,127.088177496633
2927,사용중,중동고등학교(지하1층),"서울특별시 강남구 일원로 7 (일원동, 중동고등학교)",231,37.49306438864436,127.07998487973994
2928,사용중,수서1단지에스에이치빌 101동(지하1층),"서울특별시 강남구 양재대로55길 10 (일원동, 수서1단지 에스에이치빌)",2848,37.49172379112315,127.08855363507702
2929,사용중,수서1단지에스에이치빌 102동(지하1층),"서울특별시 강남구 양재대로55길 10 (일원동, 수서1단지 에스에이치빌)",2831,37.49172379112315,127.08855363507702
2930,사용중,대치2주민센터 (지하1~2층),"서울특별시 강남구 영동대로65길 24 (대치동, 대치2동주민센터)",6575,37.502175518132425,127.06434011032144
2931,사용중,학여울역 (지하1~5층),"서울특별시 강남구 남부순환로 지하 3104 (대치동, 학여울역)",5920,37.4965689771781,127.0711059494813
2933,사용중,래미안대치하이스턴 모든 동 지하 (지하1층),"서울특별시 강남구 도곡로93길 12 (대치동, 래미안 대치 하이스턴)",1248,37.50141556454767,127.06506532728794
2936,사용중,동원빌딩 (지하2층),"서울특별시 강남구 영동대로 333 (대치동, 동원빌딩)",2372,37.50424198703724,127.0650260556882
2937,사용중,글라스타워 (지하2~7층),"서울특별시 강남구 테헤란로 534 (대치동, 글라스타워빌딩)",21260,37.508102225062906,127.06285388629102
2938,사용중,대청역(지하1층~지하2),"서울특별시 강남구 일원로 지하 2 (일원동, 대청역)",8488,37.493532032386845,127.07953905774812
2939,사용중,에스케이리더스뷰아파트 (지하2층~지하4층),"서울특별시 강남구 언주로 201 (도곡동, 에스케이리더스뷰)",20894,37.48826376554164,127.04885469259176
2940,사용중,포스코트아파트 (지하1층~지하2층),"서울특별시 강남구 남부순환로381길 15 (도곡동, 포스코트아파트)",7827,37.48785750890645,127.04754344161483
2941,사용중,삼성2문화센터 지하1층,"서울특별시 강남구 봉은사로 419 (삼성동, 삼성2동주민센터)",643,37.51112207200483,127.04591098881409
2943,사용중,우성캐릭터199  지하1층~지하2층,"서울특별시 강남구 언주로 118 (도곡동, 우성캐릭터199)",3323,37.4864995635954,127.05117574314274
2944,사용중,도곡현대비젼21 지하1층~지하5층,"서울특별시 강남구 언주로30길 10 (도곡동, 현대비전21)",2711,37.48740989085056,127.05142947486304
2945,사용중,대림아크로텔 지하1층~지하5층,"서울특별시 강남구 언주로30길 13 (대림아크로빌,대림아크로텔)",20400,37.48771570444543,127.05133437303816
2946,사용중,아카데미스위트 지하1층 ~지하6층,"서울특별시 강남구 언주로30길 21 (도곡동, 아카데미스위트)",12000,37.48853032324744,127.0517796303624
2947,사용중,우성리빙텔아파트 지하1층~지하5층,"서울특별시 강남구 언주로30길 27 (도곡동, 우성리빙텔)",7744,37.488399843660616,127.0527220850906
2948,사용중,삼성래미안아파트 지하1층~지하3층,"서울특별시 강남구 남부순환로 2803 (도곡동, 삼성래미안아파트)",36464,37.4895592071795,127.05182998845676
2949,사용중,도곡렉슬아파트 지하1층~지하3층,"서울특별시 강남구 선릉로 221 (도곡동, 도곡렉슬아파트)",204000,37.49514305842435,127.05312340392354
2950,사용중,구룡역(지하1층),"서울특별시 강남구 개포로 지하 403 (개포동, 구룡역)",14791,37.4869980668144,127.05945268539917
2952,사용중,중앙하이츠빌리지 지하주차장(지하1~3층),"서울특별시 강남구 학동로68길 30 (삼성동, 삼성동중앙하이츠빌리지)",23276,37.51604698411121,127.04682787625198
2953,사용중,래미안삼성2차아파트 지하주차장(지하1~2층),"서울특별시 강남구 선릉로130길 20 (삼성동, 래미안삼성2차아파트)",27311,37.51675479187906,127.04333919239536
2954,사용중,한솔아파트 지하주차장(지하1~2층),"서울특별시 강남구 학동로64길 7 (삼성동, 한솔아파트)",14680,37.51730920187311,127.04528990923322
2955,사용중,우리들병원 지하1층,"서울특별시 강남구 학동로 445 (청담동, 우리들병원)",691,37.518985509954696,127.04976982953563
